GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	298.097	101.145	0.448	0.470	Y	NA
MCM5	MUT	298.097	3.551	0.009	0.009	N	NA
TP53	MUT	298.097	89.951	0.284	0.284	Y	NA
CSNK2A1	MUT	298.097	0.909	0.003	0.003	N	NA
NOS3	MUT	298.097	10.809	0.027	0.027	N	NA
CCT6A	AMPL	20.233	6.601	0.058	0.082	N	NA
ACAN	MUT	10.280	3.065	0.012	0.012	N	NA
KCNH1	MUT	6.747	0.040	0.006	0.012	N	NA
SEC61G	AMPL	6.374	36.642	0.159	0.317	N	NA
PHKG1	AMPL	2.953	4.344	0.061	0.079	N	NA
