GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	419.112	109.473	0.448	0.470	Y	NA
CDKN2B	DEL	419.112	95.313	0.381	0.448	N	NA
CHEK1	MUT	419.112	2.656	0.012	0.012	N	NA
COL1A1	MUT	419.112	5.018	0.012	0.012	Y	NA
EGFR	AMPL	419.112	132.502	0.393	0.393	Y	NA
PIK3C2B	MUT	419.112	17.980	0.052	0.055	N	NA
POU2F1	MUT	419.112	2.016	0.006	0.006	N	NA
NTRK3	MUT	419.112	1.278	0.003	0.006	Y	NA
CD3G	AMPL	13.037	10.481	0.027	0.030	N	NA
MYST4	MUT	2.770	4.129	0.012	0.030	Y	NA
