GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANK2	MUT	643.635	9.989	0.030	0.030	N	NA
BARD1	MUT	643.635	2.042	0.006	0.006	N	NA
HLA-DRB1	AMPL	643.635	53.792	0.189	0.189	N	NA
ITGA4	MUT	643.635	3.609	0.009	0.009	N	NA
LRP2	MUT	643.635	10.450	0.043	0.046	N	NA
TP53	MUT	643.635	93.401	0.284	0.284	Y	NA
PTEN	MUT	643.635	82.314	0.290	0.314	Y	NA
CDKN2B	DEL	643.635	95.313	0.381	0.448	N	NA
WEE2	MUT	643.635	5.473	0.012	0.015	N	NA
SEC61G	AMPL	15.333	37.325	0.159	0.317	N	NA
PRKY	DEL	11.760	35.216	0.165	0.195	N	NA
PCDH11Y	DEL	6.911	13.971	0.186	0.198	N	NA
