GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATRX	MUT	425.654	17.376	0.037	0.043	NA	NA
CDK4	AMPL	425.654	64.697	0.113	0.116	NA	NA
PIK3CA	MUT	425.654	54.851	0.091	0.091	NA	NA
TP53	MUT	425.654	159.942	0.284	0.284	NA	NA
DCTN2	AMPL	425.654	32.033	0.061	0.064	NA	NA
TYK2	MUT	425.654	2.586	0.012	0.012	NA	NA
GLI1	AMPL	425.654	40.699	0.064	0.064	NA	NA
HLA-DRB1	AMPL	425.654	94.991	0.189	0.189	NA	NA
IRAK3	MUT	425.654	7.158	0.018	0.024	NA	NA
CDC2L1	DEL	425.654	11.449	0.018	0.021	NA	NA
ZNF181	MUT	23.528	0.164	0.009	0.009	NA	NA
INHBC	AMPL	6.167	13.998	0.024	0.052	NA	NA
PIP4K2C	AMPL	3.533	21.134	0.034	0.076	NA	NA
KIF5A	AMPL	3.009	28.156	0.058	0.064	NA	NA
