GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
DMD	MUT	416.091	10.659	0.027	0.040	N	NA
TP53	MUT	416.091	93.401	0.284	0.284	Y	NA
RB1	MUT	416.091	24.137	0.067	0.070	Y	NA
INSR	MUT	416.091	1.269	0.003	0.006	N	NA
PRKY	DEL	416.091	35.216	0.165	0.195	N	NA
RERE	MUT	416.091	5.355	0.018	0.027	N	NA
TBL1Y	DEL	416.091	23.325	0.067	0.195	N	NA
CDH18	MUT	7.166	6.594	0.021	0.027	N	NA
PCDH11Y	DEL	7.166	13.971	0.186	0.198	N	NA
MLLT4	MUT	3.251	5.116	0.015	0.015	Y	NA
CACNA1H	DEL	3.085	1.221	0.027	0.043	N	NA
