GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	283.166	109.473	0.448	0.470	Y	NA
CDKN2B	DEL	283.166	95.313	0.381	0.448	N	NA
LAMA1	MUT	283.166	7.036	0.018	0.018	N	NA
PIK3CA	MUT	283.166	31.215	0.091	0.091	Y	NA
SEC61G	AMPL	283.166	37.325	0.159	0.317	N	NA
TEK	DEL	283.166	13.031	0.034	0.064	N	NA
CD97	MUT	16.256	0.050	0.003	0.003	N	NA
GLIS1	MUT	12.789	0.039	0.003	0.009	N	NA
PCDHAC2	MUT	4.036	1.369	0.101	0.101	N	NA
RYR3	MUT	2.969	1.968	0.040	0.052	N	NA
