GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATRX	MUT	337.738	10.711	0.037	0.043	Y	NA
CDKN2A	DEL	337.738	109.473	0.448	0.470	Y	NA
TP53	MUT	337.738	93.401	0.284	0.284	Y	NA
KLHL9	DEL	337.738	19.638	0.104	0.229	N	NA
PIK3CD	AMPL	337.738	4.583	0.012	0.012	N	NA
CDKN2B	DEL	337.738	95.313	0.381	0.448	N	NA
PCDH11Y	DEL	12.106	13.971	0.186	0.198	N	NA
PRKY	DEL	3.180	35.216	0.165	0.195	N	NA
APOB	MUT	2.765	4.333	0.030	0.040	N	NA
TRPV6	MUT	2.684	2.371	0.009	0.024	N	NA
RALGDS	MUT	2.630	1.526	0.006	0.006	Y	NA
