GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDC23	MUT	235.004	0.716	0.003	0.003	N	NA
IFI16	MUT	235.004	0.745	0.006	0.006	N	NA
PLAT	MUT	235.004	0.716	0.003	0.006	N	NA
CTNNA2	MUT	235.004	2.650	0.009	0.009	N	NA
DMD	MUT	235.004	10.659	0.027	0.040	N	NA
ITGA1	MUT	235.004	2.071	0.006	0.006	N	NA
ITGAX	MUT	235.004	2.822	0.015	0.018	N	NA
LAMB4	MUT	235.004	6.607	0.018	0.018	N	NA
PDGFRA	MUT	235.004	14.298	0.055	0.055	Y	NA
SRC	MUT	235.004	1.455	0.006	0.006	N	NA
PCDHAC2	MUT	235.004	1.369	0.101	0.101	N	NA
HLA-DRB1	AMPL	235.004	53.792	0.189	0.189	N	NA
GABRB3	MUT	26.862	5.799	0.021	0.021	N	NA
SEC61G	AMPL	9.512	37.325	0.159	0.317	N	NA
CEP70	MUT	2.574	0.018	0.006	0.009	N	NA
