GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL4A4	MUT	495.479	2.415	0.009	0.009	N	NA
EGFR	AMPL	495.479	120.474	0.393	0.393	Y	NA
ITGA4	MUT	495.479	3.378	0.009	0.009	N	NA
MAP4K1	MUT	495.479	3.511	0.009	0.009	N	NA
ZNF3	MUT	495.479	4.623	0.009	0.012	N	NA
FGF18	MUT	495.479	1.521	0.006	0.006	N	NA
CDH18	MUT	6.574	0.316	0.021	0.027	N	NA
SEC61G	AMPL	6.219	33.740	0.162	0.317	N	NA
KCNB2	MUT	5.805	1.015	0.012	0.015	N	NA
RASGRF1	MUT	2.808	1.170	0.009	0.009	N	NA
