GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
FLT1	MUT	230.924	5.928	0.018	0.018	N	NA
GRM5	MUT	230.924	0.758	0.009	0.012	N	NA
LAMA3	MUT	230.924	3.697	0.012	0.012	N	NA
RB1	MUT	230.924	24.137	0.067	0.070	Y	NA
LRP2	MUT	230.924	10.450	0.043	0.046	N	NA
PTEN	MUT	230.924	82.314	0.290	0.314	Y	NA
MDM2	AMPL	230.924	13.172	0.052	0.076	Y	NA
HLF	MUT	25.599	0.078	0.003	0.003	Y	NA
PCDHAC2	MUT	9.613	1.369	0.101	0.101	N	NA
PPARG	MUT	3.068	0.009	0.003	0.003	Y	NA
