GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNB3	AMPL	1053.194	3.211	0.003	0.015	N	NA
CDK4	AMPL	1053.194	38.700	0.113	0.116	Y	NA
COL2A1	AMPL	1053.194	4.750	0.009	0.009	N	NA
ERBB3	AMPL	1053.194	6.598	0.012	0.012	N	NA
FGFR1	MUT	1053.194	6.337	0.012	0.012	Y	NA
FRS2	AMPL	1053.194	8.601	0.024	0.024	N	NA
GLI1	AMPL	1053.194	14.652	0.055	0.064	N	NA
IFNG	AMPL	1053.194	12.991	0.034	0.034	N	NA
ITGA7	AMPL	1053.194	3.252	0.006	0.006	N	NA
LRP1	AMPL	1053.194	15.134	0.034	0.034	N	NA
PTPRB	AMPL	1053.194	8.393	0.021	0.021	N	NA
STAT6	AMPL	1053.194	8.145	0.021	0.021	N	NA
SMARCC2	AMPL	1053.194	7.979	0.015	0.015	N	NA
CNOT2	AMPL	1053.194	6.076	0.012	0.021	N	NA
CCT2	AMPL	41.492	1.831	0.024	0.030	N	NA
DCTN2	AMPL	41.492	5.437	0.037	0.064	N	NA
KIF5A	AMPL	41.492	6.564	0.037	0.064	N	NA
MDM2	AMPL	15.262	13.172	0.052	0.076	Y	NA
PPP1R1A	AMPL	6.817	0.021	0.003	0.006	N	NA
ADCY6	AMPL	5.973	0.018	0.003	0.015	N	NA
