GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATN1	MUT	357.551	2.392	0.012	0.015	N	NA
EGFR	AMPL_MUT	357.551	132.502	0.393	0.393	Y	NA
TP53	MUT	357.551	93.401	0.284	0.284	Y	NA
COL4A1	MUT	357.551	2.543	0.009	0.009	N	NA
ITGA10	MUT	357.551	2.017	0.009	0.009	N	NA
PTEN	MUT	357.551	82.314	0.290	0.314	Y	NA
CLSPN	MUT	357.551	1.090	0.003	0.003	N	NA
PXN	MUT	357.551	2.319	0.006	0.006	N	NA
IFNG	MUT	357.551	12.991	0.034	0.034	N	NA
PCDHAC2	MUT	4.148	1.369	0.101	0.101	N	NA
