GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AKAP9	AMPL	183.837	5.193	0.015	0.027	Y	NA
CFTR	AMPL	183.837	8.608	0.021	0.021	N	NA
GNAT3	AMPL	183.837	5.166	0.024	0.027	N	NA
HGF	AMPL	183.837	5.345	0.018	0.018	N	NA
ITGB8	AMPL	183.837	6.537	0.015	0.015	N	NA
PTK2B	MUT	183.837	0.919	0.006	0.006	N	NA
MET	AMPL	183.837	10.475	0.030	0.030	Y	NA
SRI	AMPL	183.837	1.436	0.015	0.015	N	NA
DBF4	AMPL	10.692	3.114	0.009	0.012	N	NA
TES	AMPL	2.639	2.086	0.009	0.018	N	NA
