GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
GRID2	MUT	109.820	0.335	0.003	0.006	NA	NA
FLNA	MUT	61.130	7.323	0.018	0.018	NA	NA
ITGAD	MUT	61.130	3.185	0.006	0.006	NA	NA
TEK	MUT	61.130	25.431	0.061	0.064	NA	NA
BARD1	MUT	26.132	2.747	0.006	0.006	NA	NA
CDKN2A	DEL	26.132	193.770	0.454	0.470	NA	NA
HIST3H3	MUT	26.132	1.600	0.006	0.006	NA	NA
NUPL2	MUT	8.629	14.157	0.018	0.018	NA	NA
RBMX	MUT	8.629	3.582	0.009	0.009	NA	NA
WNT2	MUT	8.490	19.931	0.030	0.030	NA	NA
PCDH11X	MUT	7.362	0.135	0.018	0.024	NA	NA
PCDHGC5	MUT	7.362	14.185	0.107	0.110	NA	NA
DVL2	MUT	4.121	3.575	0.012	0.012	NA	NA
CFH	MUT	3.270	0.164	0.018	0.021	NA	NA
PTEN	DEL	3.152	146.881	0.299	0.314	NA	NA
PLXNB3	MUT	2.911	0.009	0.003	0.003	NA	NA
CSF2RB	MUT	2.672	8.624	0.018	0.018	NA	NA
KALRN	MUT	2.609	2.744	0.009	0.012	NA	NA
