GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	285.421	109.473	0.448	0.470	Y	NA
EGFR	AMPL_MUT	285.421	132.502	0.393	0.393	Y	NA
KDR	AMPL	285.421	14.830	0.055	0.064	Y	NA
PTEN	MUT	285.421	82.314	0.290	0.314	Y	NA
KIT	AMPL	285.421	18.857	0.073	0.076	Y	NA
PCDHGC5	MUT	14.453	3.728	0.107	0.110	N	NA
MYF5	MUT	14.208	0.782	0.006	0.006	N	NA
SEC61G	AMPL	7.989	37.325	0.159	0.317	N	NA
PPP3CB	MUT	3.797	0.999	0.018	0.024	N	NA
PRKCQ	MUT	2.625	3.525	0.015	0.015	N	NA
