GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	402.508	109.473	0.448	0.470	Y	NA
DNMT1	MUT	402.508	2.113	0.006	0.006	N	NA
CDKN2B	DEL	402.508	95.313	0.381	0.448	N	NA
ERG	MUT	402.508	4.940	0.012	0.012	Y	NA
FN1	MUT	402.508	7.917	0.018	0.018	N	NA
GABRB3	MUT	402.508	5.799	0.021	0.021	N	NA
PRKY	DEL	402.508	35.216	0.165	0.195	N	NA
SEC61G	AMPL	402.508	37.325	0.159	0.317	N	NA
VAV2	MUT	402.508	3.689	0.009	0.009	N	NA
PIK3C2G	MUT	402.508	8.364	0.027	0.027	N	NA
TEK	DEL	402.508	13.031	0.034	0.064	N	NA
TBL1Y	DEL	402.508	23.325	0.067	0.195	N	NA
HLA-DRB1	AMPL	402.508	53.792	0.189	0.189	N	NA
PCDH11X	MUT	7.119	0.118	0.018	0.024	N	NA
PCDH11Y	DEL	7.119	13.971	0.186	0.198	N	NA
