GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CHEK2	MUT	460.700	3.336	0.012	0.024	Y	NA
DNAH9	MUT	460.700	6.280	0.027	0.027	N	NA
ERBB4	MUT	460.700	1.405	0.003	0.003	N	NA
F2	MUT	460.700	3.393	0.006	0.006	N	NA
HLA-DRB1	AMPL	460.700	48.790	0.189	0.189	N	NA
MAPK8	MUT	460.700	7.466	0.018	0.018	N	NA
PRKY	DEL	460.700	38.676	0.171	0.195	N	NA
TSC2	MUT	460.700	5.119	0.012	0.012	Y	NA
CNTNAP1	MUT	460.700	1.423	0.006	0.006	N	NA
FGFR3	MUT	460.700	6.115	0.015	0.015	Y	NA
PCDH11Y	DEL	15.577	1.536	0.186	0.198	N	NA
TBL1Y	DEL	2.774	19.916	0.058	0.195	N	NA
