GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDK4	AMPL	859.384	35.342	0.113	0.116	Y	NA
TP53	MUT	859.384	81.522	0.284	0.284	Y	NA
EGFR	MUT	859.384	120.474	0.393	0.393	Y	NA
ELMO1	MUT	859.384	8.956	0.021	0.030	N	NA
HLA-DRB1	AMPL	859.384	44.146	0.189	0.189	N	NA
PIK3R1	MUT	859.384	27.772	0.091	0.091	Y	NA
DCTN2	AMPL	859.384	18.608	0.061	0.064	N	NA
GLI1	AMPL	859.384	14.500	0.030	0.064	N	NA
SEC61G	AMPL	8.567	33.740	0.162	0.317	N	NA
AKAP6	MUT	6.850	0.590	0.009	0.009	N	NA
