GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL14A1	MUT	243.716	3.624	0.015	0.015	N	NA
COL6A3	MUT	243.716	11.578	0.034	0.034	N	NA
EGFR	AMPL_MUT	243.716	132.502	0.393	0.393	Y	NA
PDGFRA	MUT	243.716	14.298	0.055	0.055	Y	NA
CDKN2A	DEL	63.129	109.473	0.448	0.470	Y	NA
PTPRM	MUT	63.129	0.192	0.003	0.009	N	NA
SEC61G	AMPL	15.955	37.325	0.159	0.317	N	NA
FAT2	MUT	6.777	0.226	0.027	0.027	N	NA
KCNS3	MUT	6.650	0.029	0.006	0.009	N	NA
APOB	MUT	4.607	4.333	0.030	0.040	N	NA
