GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CSF2RB	MUT	358.307	4.449	0.012	0.018	N	NA
EGFR	AMPL_MUT	358.307	132.502	0.393	0.393	Y	NA
SEC61G	AMPL	358.307	37.325	0.159	0.317	N	NA
HLA-DRB1	AMPL	358.307	53.792	0.189	0.189	N	NA
CDKN2A	DEL	26.979	109.473	0.448	0.470	Y	NA
CDKN2B	DEL	26.979	95.313	0.381	0.448	N	NA
RECQL5	MUT	7.086	1.566	0.006	0.012	N	NA
DCHS2	MUT	6.746	0.093	0.015	0.015	N	NA
PCDHA8	AMPL	6.746	2.736	0.012	0.012	N	NA
PCDHAC2	MUT	6.746	1.369	0.101	0.101	N	NA
ELAVL2	DEL	4.252	0.343	0.088	0.143	N	NA
CACNA1B	MUT	3.167	1.143	0.015	0.015	N	NA
CACNA1E	MUT	3.167	1.491	0.015	0.015	N	NA
