GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	435.366	109.473	0.448	0.470	Y	NA
EGFR	AMPL_MUT	435.366	132.502	0.393	0.393	Y	NA
SRPK1	MUT	435.366	3.207	0.009	0.009	N	NA
KDR	MUT	435.366	14.830	0.055	0.064	Y	NA
RIMS2	MUT	435.366	9.322	0.034	0.034	N	NA
CDKN2B	DEL	435.366	95.313	0.381	0.448	N	NA
SHB	MUT	435.366	3.003	0.012	0.012	N	NA
SEC61G	AMPL	24.922	37.325	0.159	0.317	N	NA
PCDH11Y	DEL	9.467	13.971	0.186	0.198	N	NA
PRKY	DEL	7.071	35.216	0.165	0.195	N	NA
GRIN2A	MUT	6.028	5.726	0.021	0.024	N	NA
