GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANK2	MUT	264.252	9.989	0.030	0.030	N	NA
COL6A3	MUT	264.252	11.578	0.034	0.034	N	NA
EGFR	MUT	264.252	132.502	0.393	0.393	Y	NA
F8	MUT	264.252	3.120	0.015	0.015	N	NA
PLG	MUT	264.252	2.457	0.009	0.009	N	NA
LAMA2	MUT	264.252	6.175	0.018	0.018	N	NA
PTEN	MUT	264.252	82.314	0.290	0.314	Y	NA
CDKN2A	DEL	264.252	109.473	0.448	0.470	Y	NA
RFC4	MUT	264.252	1.823	0.006	0.006	N	NA
PCDH15	MUT	9.520	0.203	0.027	0.027	N	NA
BRCA1	MUT	6.227	3.861	0.012	0.012	Y	NA
SLIT3	MUT	4.367	0.023	0.006	0.030	N	NA
CACNA1C	MUT	3.138	0.916	0.012	0.015	N	NA
CACNA1I	MUT	3.138	1.321	0.012	0.012	N	NA
RXRA	MUT	2.961	0.797	0.006	0.006	N	NA
