GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BUB3	DEL	310.800	7.887	0.021	0.021	N	NA
MELK	DEL	310.800	1.018	0.006	0.006	N	NA
RPA2	DEL	310.800	0.967	0.006	0.006	N	NA
XRCC2	DEL	310.800	6.830	0.015	0.018	N	NA
MAPK8	DEL	310.800	7.587	0.018	0.018	N	NA
EGFR	MUT	310.800	132.502	0.393	0.393	Y	NA
FGFR2	DEL	310.800	8.876	0.027	0.027	Y	NA
PRKY	DEL	310.800	35.216	0.165	0.195	N	NA
SLC6A3	DEL	310.800	4.775	0.018	0.018	N	NA
PLAU	DEL	310.800	7.887	0.021	0.021	N	NA
SHB	DEL	310.800	3.003	0.012	0.012	N	NA
PPP3CB	DEL	310.800	0.999	0.018	0.024	N	NA
CDH23	DEL	8.327	7.287	0.030	0.030	N	NA
CDH9	MUT	8.327	0.150	0.021	0.021	N	NA
PCDH11Y	DEL	8.327	13.971	0.186	0.198	N	NA
PCDH7	MUT	8.327	0.086	0.012	0.012	N	NA
PCDH9	MUT	8.327	0.122	0.015	0.015	N	NA
RYR2	MUT	5.606	10.346	0.049	0.079	N	NA
RYR3	MUT	5.606	1.968	0.040	0.052	N	NA
