GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	AMPL	149.243	132.502	0.393	0.393	Y	NA
RYR1	MUT	149.243	2.322	0.012	0.015	N	NA
VAMP3	DEL	149.243	3.377	0.012	0.012	N	NA
CDKN2A	DEL	59.378	109.473	0.448	0.470	Y	NA
PTEN	MUT	59.378	82.314	0.290	0.314	Y	NA
CDKN2B	DEL	59.378	95.313	0.381	0.448	N	NA
CCT6A	AMPL	24.125	7.075	0.058	0.082	N	NA
PCDH19	MUT	6.944	0.136	0.018	0.018	N	NA
PCDHAC2	MUT	6.944	1.369	0.101	0.101	N	NA
PCDHGC5	MUT	6.944	3.728	0.107	0.110	N	NA
KLHL9	DEL	3.378	19.638	0.104	0.229	N	NA
