GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADAM12	DEL	310.583	8.159	0.018	0.024	N	NA
BRCA1	MUT	310.583	3.861	0.012	0.012	Y	NA
BUB3	DEL	310.583	7.887	0.021	0.021	N	NA
CDC2	DEL	310.583	3.273	0.009	0.009	N	NA
ITGB1	DEL	310.583	6.519	0.018	0.018	N	NA
TCF7L2	DEL	310.583	6.095	0.021	0.021	Y	NA
ZWINT	DEL	310.583	5.355	0.012	0.015	N	NA
DFFB	DEL	310.583	4.970	0.009	0.009	N	NA
HDAC2	DEL	310.583	4.810	0.012	0.012	N	NA
CDKN2A	DEL	310.583	109.473	0.448	0.470	Y	NA
TARDBP	DEL	310.583	2.271	0.006	0.006	N	NA
BTRC	DEL	310.583	4.253	0.015	0.015	N	NA
PTEN	DEL	310.583	82.314	0.290	0.314	Y	NA
CDKN2B	DEL	310.583	95.313	0.381	0.448	N	NA
MAPK1	DEL	310.583	2.766	0.009	0.009	N	NA
MAPK8	DEL	310.583	7.587	0.018	0.018	N	NA
PRKCQ	DEL	310.583	3.525	0.015	0.015	N	NA
ITGA8	DEL	310.583	3.929	0.015	0.015	N	NA
LAMA4	DEL	310.583	1.849	0.006	0.006	N	NA
EPC1	DEL	310.583	5.684	0.018	0.018	N	NA
GRAP2	MUT	310.583	0.956	0.006	0.006	N	NA
EGFR	AMPL	310.583	132.502	0.393	0.393	Y	NA
FBLN1	DEL	310.583	2.350	0.009	0.012	N	NA
FBLN2	MUT	310.583	5.024	0.018	0.018	N	NA
PLAU	DEL	310.583	7.887	0.021	0.021	N	NA
CALML5	DEL	310.583	3.415	0.015	0.015	N	NA
FGFR1	MUT	310.583	6.337	0.012	0.012	Y	NA
FGFR2	DEL	310.583	8.876	0.027	0.027	Y	NA
PDGFRA	AMPL	310.583	14.298	0.055	0.055	Y	NA
PIK3CD	DEL	310.583	4.583	0.012	0.012	N	NA
CRKL	DEL	310.583	2.624	0.006	0.006	N	NA
BCR	DEL	310.583	3.005	0.009	0.009	Y	NA
ANK3	DEL	310.583	0.966	0.006	0.012	N	NA
PNLIP	DEL	310.583	2.082	0.012	0.015	N	NA
PPARA	DEL	310.583	2.016	0.009	0.009	N	NA
SLC18A2	DEL	310.583	4.503	0.018	0.018	N	NA
VAMP3	DEL	310.583	3.377	0.012	0.012	N	NA
RYR2	MUT	310.583	10.346	0.049	0.079	N	NA
RYR3	DEL	310.583	1.968	0.040	0.052	N	NA
TJP1	DEL	310.583	0.997	0.006	0.009	N	NA
SEC61G	AMPL	13.315	37.325	0.159	0.317	N	NA
GABRA5	DEL	10.222	0.860	0.009	0.009	N	NA
GABRB3	DEL	10.222	5.799	0.021	0.021	N	NA
CDH23	DEL	2.721	7.287	0.030	0.030	N	NA
CELSR1	DEL	2.721	0.119	0.015	0.015	N	NA
PCDH15	DEL	2.721	0.203	0.027	0.027	N	NA
PCDH9	MUT	2.721	0.122	0.015	0.015	N	NA
PCDHGC5	MUT	2.721	3.728	0.107	0.110	N	NA
