GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATRX	MUT	652.566	10.711	0.037	0.043	Y	NA
BRCA1	MUT	652.566	3.861	0.012	0.012	Y	NA
CSNK2B	MUT	652.566	2.155	0.009	0.009	N	NA
MCM5	MUT	652.566	3.601	0.009	0.009	N	NA
MLLT4	MUT	652.566	5.116	0.015	0.015	Y	NA
PTEN	MUT	652.566	82.314	0.290	0.314	Y	NA
TP53	MUT	652.566	93.401	0.284	0.284	Y	NA
CSF2RB	MUT	652.566	4.449	0.012	0.018	N	NA
DLG4	MUT	652.566	3.219	0.006	0.009	N	NA
FLNA	MUT	652.566	4.446	0.018	0.018	N	NA
HLA-A	DEL	652.566	2.927	0.009	0.009	N	NA
RYR2	MUT	652.566	10.346	0.049	0.079	N	NA
CEP63	MUT	652.566	2.000	0.006	0.009	N	NA
HNRNPH3	MUT	19.971	0.061	0.003	0.021	N	NA
PCDH19	MUT	7.033	0.136	0.018	0.018	N	NA
PCDHAC2	MUT	7.033	1.369	0.101	0.101	N	NA
PCDHGC5	MUT	7.033	3.728	0.107	0.110	N	NA
SVEP1	MUT	7.033	0.061	0.012	0.012	N	NA
FGF18	MUT	3.419	1.604	0.006	0.006	N	NA
