GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDH18	MUT	528.827	6.594	0.021	0.027	N	NA
CDKN2A	DEL	528.827	109.473	0.448	0.470	Y	NA
POLR2A	MUT	528.827	1.977	0.006	0.006	N	NA
CHL1	MUT	528.827	2.907	0.015	0.021	N	NA
EGFR	AMPL_MUT	528.827	132.502	0.393	0.393	Y	NA
F8	MUT	528.827	3.120	0.015	0.015	N	NA
KLHL9	DEL	528.827	19.638	0.104	0.229	N	NA
CDKN2B	DEL	528.827	95.313	0.381	0.448	N	NA
SEC61G	AMPL	528.827	37.325	0.159	0.317	N	NA
TJP3	MUT	528.827	1.612	0.003	0.009	N	NA
ELAVL2	DEL	5.685	0.343	0.088	0.143	N	NA
