GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADAM12	MUT	718.223	8.159	0.018	0.024	N	NA
EGFR	MUT	718.223	132.502	0.393	0.393	Y	NA
FN1	MUT	718.223	7.917	0.018	0.018	N	NA
ITGB3	MUT	718.223	4.926	0.012	0.012	N	NA
NF1	MUT	718.223	20.651	0.055	0.095	Y	NA
TP53	MUT	718.223	93.401	0.284	0.284	Y	NA
CDKN2A	MUT	718.223	109.473	0.448	0.470	Y	NA
ASPM	MUT	718.223	5.356	0.012	0.015	N	NA
ATR	MUT	718.223	7.025	0.018	0.018	N	NA
ING3	AMPL	718.223	6.071	0.009	0.015	N	NA
TSC2	MUT	718.223	5.514	0.012	0.012	Y	NA
MSH6	MUT	718.223	5.981	0.015	0.018	Y	NA
ATM	MUT	718.223	6.839	0.018	0.018	Y	NA
MET	MUT	718.223	11.254	0.030	0.030	Y	NA
PCDHA10	DEL	718.223	5.329	0.024	0.024	N	NA
HLA-DRB1	AMPL	16.431	53.792	0.189	0.189	N	NA
DOCK1	MUT	4.295	0.013	0.003	0.030	N	NA
