GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	394.904	109.473	0.448	0.470	Y	NA
PARP1	MUT	394.904	2.062	0.006	0.006	N	NA
TP53	MUT	394.904	93.401	0.284	0.284	Y	NA
CDKN2B	DEL	394.904	95.313	0.381	0.448	N	NA
LAMC3	MUT	394.904	3.858	0.015	0.015	N	NA
KDR	AMPL	394.904	14.830	0.055	0.064	Y	NA
KIT	AMPL	394.904	18.857	0.073	0.076	Y	NA
PDGFRA	MUT	394.904	14.298	0.055	0.055	Y	NA
CACNA1C	MUT	24.697	0.916	0.012	0.015	N	NA
CACNA1E	MUT	24.697	1.491	0.015	0.015	N	NA
RYR2	MUT	24.697	10.346	0.049	0.079	N	NA
PCDH11X	MUT	9.997	0.118	0.018	0.024	N	NA
PCDHA8	AMPL	9.997	2.736	0.012	0.012	N	NA
