GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	190.220	99.102	0.448	0.470	Y	NA
EGFR	MUT	190.220	120.474	0.393	0.393	Y	NA
PDGFRA	AMPL	190.220	12.780	0.055	0.055	Y	NA
CDKN2B	DEL	190.220	85.947	0.381	0.448	N	NA
COL1A2	MUT	190.220	14.921	0.043	0.043	N	NA
MMP3	MUT	190.220	1.510	0.009	0.009	N	NA
GABBR2	MUT	32.700	0.100	0.003	0.006	N	NA
PCDHGC5	MUT	3.957	0.779	0.107	0.110	N	NA
ELAVL2	DEL	3.434	0.343	0.088	0.143	N	NA
KLHL9	DEL	3.217	16.931	0.104	0.229	N	NA
