GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATN1	AMPL	403.149	2.392	0.012	0.015	N	NA
CDK4	AMPL	403.149	38.700	0.113	0.116	Y	NA
DDIT3	AMPL	403.149	4.834	0.018	0.073	Y	NA
MDM2	AMPL	403.149	13.172	0.052	0.076	Y	NA
TP53	MUT	403.149	93.401	0.284	0.284	Y	NA
CACNA1S	MUT	403.149	4.195	0.021	0.027	N	NA
DLG4	MUT	403.149	3.219	0.006	0.009	N	NA
ERBB3	AMPL	403.149	6.598	0.012	0.012	N	NA
IFNG	AMPL	403.149	12.991	0.034	0.034	N	NA
JAK1	MUT	403.149	1.740	0.006	0.006	Y	NA
LRP1	AMPL	403.149	15.134	0.034	0.034	N	NA
PRKY	DEL	403.149	35.216	0.165	0.195	N	NA
PTPN6	AMPL	403.149	2.105	0.009	0.009	N	NA
SYT1	AMPL	403.149	1.293	0.006	0.006	N	NA
VAMP1	AMPL	403.149	1.263	0.006	0.006	N	NA
GLI1	AMPL	403.149	14.652	0.055	0.064	N	NA
HLA-DRB1	AMPL	403.149	53.792	0.189	0.189	N	NA
PTPRB	AMPL	403.149	8.393	0.021	0.021	N	NA
SMC1A	MUT	403.149	3.315	0.012	0.015	N	NA
PXN	AMPL	403.149	2.319	0.006	0.006	N	NA
CNOT2	AMPL	403.149	6.076	0.012	0.021	N	NA
SMARCC2	AMPL	403.149	7.979	0.015	0.015	N	NA
STAT6	AMPL	403.149	8.145	0.021	0.021	N	NA
TBL1Y	DEL	403.149	23.325	0.067	0.195	N	NA
CIT	AMPL	403.149	1.254	0.006	0.006	N	NA
CCT2	AMPL	403.149	1.831	0.024	0.030	N	NA
KIF5A	AMPL	403.149	6.564	0.037	0.064	N	NA
PCDH11Y	DEL	5.503	13.971	0.186	0.198	N	NA
PCDHAC2	MUT	5.503	1.369	0.101	0.101	N	NA
PLCZ1	AMPL	2.935	0.009	0.003	0.009	N	NA
