GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTB	AMPL	349.629	7.062	0.012	0.012	N	NA
COL1A2	MUT	349.629	15.698	0.043	0.043	N	NA
EGFR	AMPL	349.629	132.502	0.393	0.393	Y	NA
ITGB8	AMPL	349.629	6.880	0.015	0.015	N	NA
NCF1	AMPL	349.629	7.900	0.018	0.018	N	NA
S100A4	AMPL	349.629	1.066	0.003	0.003	N	NA
CDKN2A	DEL	349.629	109.473	0.448	0.470	Y	NA
XRCC2	AMPL	349.629	6.830	0.015	0.018	N	NA
CDKN2B	DEL	349.629	95.313	0.381	0.448	N	NA
SNAPIN	AMPL	24.574	0.075	0.003	0.003	N	NA
RASSF5	AMPL_MUT	21.175	0.065	0.003	0.003	N	NA
IFI16	AMPL	9.323	0.745	0.006	0.006	N	NA
EZH2	AMPL	7.318	4.839	0.012	0.015	Y	NA
PCDH11X	MUT	6.698	0.118	0.018	0.024	N	NA
PCDHAC2	MUT	6.698	1.369	0.101	0.101	N	NA
S100A8	AMPL	5.519	0.054	0.006	0.009	N	NA
IKBKE	AMPL	3.414	0.010	0.003	0.003	N	NA
KLHL9	DEL	3.110	19.638	0.104	0.229	N	NA
ZNF212	AMPL	2.668	3.511	0.012	0.012	N	NA
