GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL11A2	MUT	416.711	3.424	0.012	0.018	N	NA
GNG12	AMPL	416.711	1.270	0.003	0.003	N	NA
LAMA1	MUT	416.711	6.681	0.018	0.018	N	NA
PIK3CA	MUT	416.711	30.472	0.091	0.091	Y	NA
LRP2	MUT	416.711	11.929	0.034	0.046	N	NA
NF1	MUT	416.711	18.756	0.055	0.095	Y	NA
TARDBP	AMPL	416.711	2.204	0.006	0.006	N	NA
IL12RB2	AMPL	416.711	1.599	0.009	0.009	N	NA
PCDHAC2	MUT	9.677	1.179	0.101	0.101	N	NA
PRKG2	MUT	3.941	1.451	0.012	0.015	N	NA
