GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTB	AMPL	541.359	7.062	0.012	0.012	N	NA
COL1A2	AMPL	541.359	15.698	0.043	0.043	N	NA
EGFR	AMPL_MUT	541.359	132.502	0.393	0.393	Y	NA
GNAT3	AMPL	541.359	5.516	0.024	0.027	N	NA
NCF1	AMPL	541.359	7.900	0.018	0.018	N	NA
PIK3C2B	MUT	541.359	17.980	0.052	0.055	N	NA
SEC61G	AMPL	541.359	37.325	0.159	0.317	N	NA
GRB10	AMPL	541.359	9.455	0.021	0.027	N	NA
CDKN2A	MUT	91.306	109.473	0.448	0.470	Y	NA
IKZF1	AMPL	91.306	9.795	0.030	0.030	Y	NA
