GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL4A5	MUT	167.683	3.744	0.012	0.012	N	NA
EGFR	MUT	167.683	132.502	0.393	0.393	Y	NA
LAMB4	MUT	167.683	6.607	0.018	0.018	N	NA
PTEN	MUT	167.683	82.314	0.290	0.314	Y	NA
TP53	MUT	167.683	93.401	0.284	0.284	Y	NA
PLCG2	MUT	167.683	1.596	0.009	0.009	N	NA
HOXA9	MUT	167.683	6.308	0.012	0.015	Y	NA
MET	MUT	167.683	11.254	0.030	0.030	Y	NA
DRD5	MUT	15.258	8.371	0.027	0.027	N	NA
PCDHB5	MUT	2.935	0.009	0.003	0.006	N	NA
