GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
DNAH9	MUT	379.299	9.675	0.027	0.027	NA	NA
EGFR	MUT	379.299	212.540	0.393	0.393	NA	NA
RYR2	MUT	379.299	21.623	0.052	0.079	NA	NA
MDM4	AMPL	379.299	12.338	0.021	0.037	NA	NA
PIK3C2B	AMPL	379.299	28.902	0.052	0.055	NA	NA
PTEN	MUT	379.299	146.881	0.299	0.314	NA	NA
IGF1R	MUT	379.299	3.997	0.006	0.006	NA	NA
RPS6KA3	MUT	379.299	1.156	0.003	0.003	NA	NA
VWF	MUT	379.299	11.650	0.024	0.030	NA	NA
NONO	MUT	3.048	2.531	0.006	0.006	NA	NA
ZFP82	MUT	2.613	0.008	0.003	0.003	NA	NA
