GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
C1S	MUT	514.497	1.695	0.009	0.012	NA	NA
EGR1	MUT	514.497	5.480	0.009	0.009	NA	NA
NEFM	MUT	514.497	1.658	0.009	0.012	NA	NA
PIK3CA	MUT	514.497	54.851	0.091	0.091	NA	NA
CACNA1C	MUT	514.497	3.256	0.012	0.015	NA	NA
RYR1	MUT	514.497	4.187	0.012	0.015	NA	NA
TYRO3	MUT	514.497	1.569	0.003	0.006	NA	NA
MMP13	MUT	514.497	4.503	0.009	0.015	NA	NA
TRRAP	MUT	7.408	15.138	0.034	0.034	NA	NA
DSP	MUT	4.136	12.403	0.018	0.030	NA	NA
SPTB	MUT	2.840	0.022	0.006	0.006	NA	NA
ANK1	MUT	2.673	11.303	0.024	0.037	NA	NA
MCM6	MUT	2.552	5.970	0.009	0.009	NA	NA
