GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCYAP1R1	AMPL	816.928	4.491	0.006	0.018	N	NA
AMPH	AMPL	816.928	11.110	0.021	0.021	N	NA
CCT6A	AMPL	816.928	7.075	0.058	0.082	N	NA
CD3G	AMPL	816.928	10.481	0.027	0.030	N	NA
CDKN2A	DEL	816.928	109.473	0.448	0.470	Y	NA
CDKN2B	DEL	816.928	95.313	0.381	0.448	N	NA
PSMA2	AMPL	816.928	8.663	0.015	0.015	N	NA
EGFR	AMPL	816.928	132.502	0.393	0.393	Y	NA
GLI3	AMPL	816.928	9.637	0.018	0.018	N	NA
GRIN2A	MUT	816.928	5.726	0.021	0.024	N	NA
HOXA9	AMPL	816.928	6.308	0.012	0.015	Y	NA
NF1	MUT	816.928	20.651	0.055	0.095	Y	NA
PPIA	AMPL	816.928	9.621	0.018	0.018	N	NA
PRKY	DEL	816.928	35.216	0.165	0.195	N	NA
SEC61G	AMPL	816.928	37.325	0.159	0.317	N	NA
STK17A	AMPL	816.928	8.694	0.018	0.018	N	NA
HNRNPA2B1	AMPL	816.928	6.836	0.009	0.012	Y	NA
IKZF1	AMPL	816.928	9.795	0.030	0.030	Y	NA
KLHL9	DEL	816.928	19.638	0.104	0.229	N	NA
MORF4L1	MUT	816.928	2.491	0.003	0.003	N	NA
TEK	DEL	816.928	13.031	0.034	0.064	N	NA
TBL1Y	DEL	816.928	23.325	0.067	0.195	N	NA
PCDH11Y	DEL	816.928	13.971	0.186	0.198	N	NA
ATN1	MUT	19.811	2.392	0.012	0.015	N	NA
IGFBP3	AMPL	5.701	7.148	0.018	0.018	N	NA
AQP1	AMPL	3.922	0.024	0.006	0.018	N	NA
ELAVL2	DEL	3.685	0.343	0.088	0.143	N	NA
NOD1	AMPL	3.191	4.213	0.012	0.021	N	NA
