GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	MUT	525.591	120.474	0.393	0.393	Y	NA
GRIN2A	MUT	525.591	8.053	0.024	0.024	N	NA
LRP1	MUT	525.591	14.023	0.034	0.034	N	NA
LAMA5	MUT	525.591	6.269	0.015	0.015	N	NA
MAPKAPK3	MUT	525.591	1.602	0.003	0.003	N	NA
TFAP2B	MUT	525.591	1.602	0.003	0.006	N	NA
SGOL1	MUT	525.591	1.602	0.003	0.003	N	NA
CDH15	MUT	20.826	1.254	0.006	0.006	N	NA
ADAM12	MUT	15.302	8.299	0.021	0.024	N	NA
MACF1	MUT	2.936	1.332	0.009	0.024	N	NA
