GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDK4	AMPL	487.696	38.700	0.113	0.116	Y	NA
DDIT3	AMPL	487.696	4.834	0.018	0.073	Y	NA
IKZF1	AMPL	487.696	9.795	0.030	0.030	Y	NA
PIK3CA	MUT	487.696	31.215	0.091	0.091	Y	NA
TP53	MUT	487.696	93.401	0.284	0.284	Y	NA
EGFR	AMPL_MUT	487.696	132.502	0.393	0.393	Y	NA
ITGAM	MUT	487.696	4.473	0.015	0.015	N	NA
TGFBR1	MUT	487.696	1.495	0.006	0.006	N	NA
GRB10	AMPL	487.696	9.455	0.021	0.027	N	NA
KIT	AMPL	487.696	18.857	0.073	0.076	Y	NA
GLI1	AMPL	487.696	14.652	0.055	0.064	N	NA
CCT6A	AMPL	9.585	7.075	0.058	0.082	N	NA
SEC61G	AMPL	9.181	37.325	0.159	0.317	N	NA
PHKG1	AMPL	5.156	4.539	0.027	0.079	N	NA
