GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
DDIT3	AMPL	116.184	28.466	0.043	0.073	NA	NA
HCLS1	MUT	116.184	2.540	0.009	0.009	NA	NA
LAMA5	MUT	116.184	11.592	0.015	0.015	NA	NA
PTEN	MUT	116.184	146.881	0.299	0.314	NA	NA
GLI1	AMPL	19.254	40.699	0.064	0.064	NA	NA
PRKY	DEL	19.254	77.840	0.183	0.195	NA	NA
ZNF10	MUT	11.121	0.106	0.006	0.006	NA	NA
PRSS1	MUT	4.535	8.030	0.018	0.021	NA	NA
DCTN2	AMPL	3.483	32.033	0.061	0.064	NA	NA
RYR2	MUT	2.599	21.623	0.052	0.079	NA	NA
