GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTB	AMPL	769.208	7.062	0.012	0.012	N	NA
ATR	MUT	769.208	7.025	0.018	0.018	N	NA
CDK6	AMPL	769.208	5.638	0.018	0.018	Y	NA
CDKN2A	DEL	769.208	109.473	0.448	0.470	Y	NA
DBF4	AMPL	769.208	3.528	0.009	0.012	N	NA
DFFB	DEL	769.208	4.970	0.009	0.009	N	NA
EGFR	AMPL	769.208	132.502	0.393	0.393	Y	NA
HNRNPA2B1	AMPL	769.208	6.836	0.009	0.012	Y	NA
IKZF1	AMPL	769.208	9.795	0.030	0.030	Y	NA
ING3	AMPL	769.208	6.071	0.009	0.015	N	NA
MCM7	AMPL	769.208	3.512	0.009	0.012	N	NA
NOD1	AMPL	769.208	4.213	0.012	0.021	N	NA
NOS3	AMPL	769.208	11.530	0.027	0.027	N	NA
PGR	MUT	769.208	5.872	0.015	0.018	N	NA
PSMA2	AMPL	769.208	8.663	0.015	0.015	N	NA
PSMC2	AMPL	769.208	3.495	0.006	0.006	N	NA
RAC1	AMPL	769.208	4.346	0.006	0.006	N	NA
XRCC2	AMPL	769.208	6.830	0.015	0.018	N	NA
ZNF212	AMPL	769.208	3.511	0.012	0.012	N	NA
ZNF3	AMPL	769.208	5.089	0.009	0.012	N	NA
LAMB1	AMPL	769.208	5.938	0.015	0.015	N	NA
LAMB4	AMPL	769.208	6.607	0.018	0.018	N	NA
VAV1	MUT	769.208	5.485	0.009	0.009	N	NA
PPIA	AMPL	769.208	9.621	0.018	0.018	N	NA
CDKN2B	DEL	769.208	95.313	0.381	0.448	N	NA
PHKG1	AMPL	769.208	4.539	0.027	0.079	N	NA
STK17A	AMPL	769.208	8.694	0.018	0.018	N	NA
WEE2	AMPL	769.208	5.473	0.012	0.015	N	NA
FLNC	AMPL	769.208	8.199	0.024	0.024	N	NA
ITGB8	AMPL	769.208	6.880	0.015	0.015	N	NA
AMPH	AMPL	769.208	11.110	0.021	0.021	N	NA
CD3G	AMPL	769.208	10.481	0.027	0.030	N	NA
GLI3	AMPL	769.208	9.637	0.018	0.018	N	NA
GNAT3	AMPL	769.208	5.516	0.024	0.027	N	NA
GRB10	AMPL	769.208	9.455	0.021	0.027	N	NA
HGF	AMPL	769.208	5.827	0.018	0.018	N	NA
MET	AMPL	769.208	11.254	0.030	0.030	Y	NA
PIK3CG	AMPL	769.208	13.686	0.037	0.037	N	NA
TCRBV8S1	AMPL	769.208	3.495	0.006	0.009	N	NA
TES	AMPL	769.208	2.364	0.009	0.018	N	NA
EZH2	AMPL	769.208	4.839	0.012	0.015	Y	NA
DBNL	AMPL	769.208	2.365	0.006	0.018	N	NA
COL1A2	AMPL	769.208	15.698	0.043	0.043	N	NA
IGFBP3	AMPL	769.208	7.148	0.018	0.018	N	NA
NCF1	AMPL	769.208	7.900	0.018	0.018	N	NA
HOXA9	AMPL	769.208	6.308	0.012	0.015	Y	NA
EPHA1	AMPL	769.208	2.427	0.006	0.009	N	NA
TRPV6	AMPL_MUT	769.208	2.371	0.009	0.024	N	NA
RELN	AMPL	769.208	7.520	0.027	0.046	N	NA
AKAP9	AMPL	769.208	4.443	0.015	0.027	Y	NA
CCT6A	AMPL	769.208	7.075	0.058	0.082	N	NA
CDH9	MUT	7.697	0.150	0.021	0.021	N	NA
PCDHA10	DEL	7.697	5.329	0.024	0.024	N	NA
HOXA2	AMPL	6.220	0.019	0.003	0.015	N	NA
SRI	AMPL	3.200	1.510	0.015	0.015	N	NA
GPC2	AMPL	3.099	0.020	0.006	0.006	N	NA
