GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	171.802	193.770	0.454	0.470	NA	NA
KIF2B	MUT	171.802	3.760	0.018	0.018	NA	NA
TP53	MUT	171.802	159.942	0.284	0.284	NA	NA
CDKN2B	DEL	171.802	169.776	0.384	0.448	NA	NA
EGFR	AMPL	171.802	212.540	0.393	0.393	NA	NA
LAMC3	MUT	171.802	6.638	0.015	0.015	NA	NA
DNAH9	MUT	6.065	9.675	0.027	0.027	NA	NA
TLR2	MUT	5.480	1.424	0.009	0.009	NA	NA
KLK6	MUT	3.510	0.011	0.003	0.003	NA	NA
KNG1	MUT	2.973	0.186	0.006	0.006	NA	NA
F8	MUT	2.885	6.354	0.015	0.015	NA	NA
CDH9	MUT	2.732	1.773	0.021	0.021	NA	NA
ZNF208	MUT	2.562	0.209	0.015	0.015	NA	NA
