GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
B2M	MUT	724.751	2.210	0.003	0.003	NA	NA
COL11A2	MUT	724.751	6.230	0.012	0.018	NA	NA
EGFR	MUT	724.751	212.540	0.393	0.393	NA	NA
PRKY	DEL	724.751	77.840	0.183	0.195	NA	NA
ITGA1	MUT	724.751	3.451	0.006	0.006	NA	NA
TP53	MUT	724.751	159.942	0.284	0.284	NA	NA
PIP4K2C	MUT	724.751	21.134	0.034	0.076	NA	NA
COL22A1	MUT	724.751	5.884	0.015	0.015	NA	NA
DSP	MUT	724.751	12.403	0.018	0.030	NA	NA
TBL1Y	DEL	724.751	41.165	0.073	0.195	NA	NA
ZNF676	MUT	15.148	0.186	0.009	0.009	NA	NA
PCDH11Y	DEL	4.023	29.250	0.189	0.198	NA	NA
KCNC2	MUT	2.669	0.026	0.009	0.015	NA	NA
