GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDC2L1	DEL	802.642	11.449	0.018	0.021	NA	NA
F5	MUT	802.642	10.687	0.018	0.021	NA	NA
LAMA1	MUT	802.642	14.030	0.018	0.018	NA	NA
PIK3CG	MUT	802.642	22.232	0.037	0.037	NA	NA
PIK3R1	MUT	802.642	51.921	0.091	0.091	NA	NA
SERPING1	MUT	802.642	2.447	0.003	0.003	NA	NA
TP53	MUT	802.642	159.942	0.284	0.284	NA	NA
TTN	MUT	802.642	57.477	0.116	0.207	NA	NA
PTEN	MUT	802.642	146.881	0.299	0.314	NA	NA
SGOL2	MUT	802.642	3.390	0.012	0.012	NA	NA
KCNV1	MUT	6.257	1.138	0.006	0.009	NA	NA
NRK	MUT	2.665	0.017	0.006	0.012	NA	NA
