GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATM	MUT	409.503	6.839	0.018	0.018	Y	NA
CDKN2A	MUT	409.503	109.473	0.448	0.470	Y	NA
EP300	MUT	409.503	3.869	0.009	0.009	Y	NA
MYST4	MUT	409.503	4.129	0.012	0.030	Y	NA
TP53	MUT	409.503	93.401	0.284	0.284	Y	NA
PRKDC	MUT	409.503	3.336	0.021	0.021	N	NA
CHL1	MUT	409.503	2.907	0.015	0.021	N	NA
MET	MUT	409.503	11.254	0.030	0.030	Y	NA
NOS3	MUT	409.503	11.530	0.027	0.027	N	NA
PIK3CG	MUT	409.503	13.686	0.037	0.037	N	NA
PIK3R1	MUT	409.503	31.710	0.091	0.091	Y	NA
VAV2	MUT	409.503	3.689	0.009	0.009	N	NA
FLI1	MUT	409.503	5.467	0.009	0.009	Y	NA
COL6A3	MUT	409.503	11.578	0.034	0.034	N	NA
FBLN1	MUT	409.503	2.350	0.009	0.012	N	NA
FN1	MUT	409.503	7.917	0.018	0.018	N	NA
FGFR4	MUT	409.503	5.932	0.012	0.012	N	NA
KALRN	MUT	409.503	2.045	0.006	0.012	N	NA
PDGFRB	MUT	409.503	2.568	0.009	0.012	Y	NA
MSH6	MUT	409.503	5.981	0.015	0.018	Y	NA
