GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	803.979	109.473	0.448	0.470	Y	NA
EGFR	AMPL	803.979	132.502	0.393	0.393	Y	NA
SEC61G	AMPL	803.979	37.325	0.159	0.317	N	NA
TEK	DEL	803.979	13.031	0.034	0.064	N	NA
PTEN	MUT	803.979	82.314	0.290	0.314	Y	NA
CDKN2B	DEL	803.979	95.313	0.381	0.448	N	NA
PIK3C2B	MUT	803.979	17.980	0.052	0.055	N	NA
PIK3C2G	MUT	803.979	8.364	0.027	0.027	N	NA
RYR3	MUT	28.335	1.968	0.040	0.052	N	NA
PCDHGC5	MUT	6.593	3.728	0.107	0.110	N	NA
ELAVL2	DEL	4.207	0.343	0.088	0.143	N	NA
