GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	304.740	109.473	0.448	0.470	Y	NA
CDKN2B	DEL	304.740	95.313	0.381	0.448	N	NA
EGFR	MUT	304.740	132.502	0.393	0.393	Y	NA
PIK3CA	MUT	304.740	31.215	0.091	0.091	Y	NA
FBN2	MUT	304.740	6.238	0.018	0.021	N	NA
PIK3CD	DEL	304.740	4.583	0.012	0.012	N	NA
MEN1	MUT	304.740	0.937	0.006	0.009	Y	NA
FAT2	MUT	9.109	0.226	0.027	0.027	N	NA
PCDHB13	MUT	9.109	0.087	0.012	0.012	N	NA
ITPR1	MUT	5.666	0.939	0.012	0.012	N	NA
ELAVL1	MUT	5.586	0.017	0.003	0.003	N	NA
