GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	244.331	193.770	0.454	0.470	NA	NA
EGFR	AMPL	244.331	212.540	0.393	0.393	NA	NA
PTEN	MUT	244.331	146.881	0.299	0.314	NA	NA
CDKN2B	DEL	244.331	169.776	0.384	0.448	NA	NA
SHB	MUT	244.331	5.424	0.012	0.012	NA	NA
HTR2A	MUT	14.360	2.196	0.006	0.006	NA	NA
CEP70	MUT	11.446	0.075	0.009	0.009	NA	NA
RERE	MUT	5.939	10.892	0.018	0.027	NA	NA
EFNA5	MUT	3.330	0.010	0.003	0.006	NA	NA
TTN	MUT	2.832	57.477	0.116	0.207	NA	NA
INPP5D	MUT	2.666	6.716	0.009	0.009	NA	NA
