GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDK4	AMPL	433.559	38.700	0.113	0.116	Y	NA
MSH6	MUT	433.559	5.981	0.015	0.018	Y	NA
TP53	MUT	433.559	93.401	0.284	0.284	Y	NA
XRCC2	AMPL	433.559	6.830	0.015	0.018	N	NA
DNAH9	MUT	433.559	5.911	0.027	0.027	N	NA
EGFR	AMPL_MUT	433.559	132.502	0.393	0.393	Y	NA
PIK3CA	MUT	433.559	31.215	0.091	0.091	Y	NA
NOS3	AMPL	433.559	11.530	0.027	0.027	N	NA
PTEN	MUT	433.559	82.314	0.290	0.314	Y	NA
RELN	MUT	433.559	7.520	0.027	0.046	N	NA
GLI1	AMPL	433.559	14.652	0.055	0.064	N	NA
EZH2	AMPL	433.559	4.839	0.012	0.015	Y	NA
PGR	MUT	433.559	5.872	0.015	0.018	N	NA
TUBGCP5	MUT	433.559	1.329	0.006	0.009	N	NA
ANK1	MUT	3.013	6.127	0.024	0.037	N	NA
ZNF212	AMPL	2.766	3.511	0.012	0.012	N	NA
