GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	AMPL	251.349	132.502	0.393	0.393	Y	NA
LAMA2	MUT	251.349	6.175	0.018	0.018	N	NA
GABRA1	MUT	251.349	5.521	0.015	0.015	N	NA
RYR2	MUT	251.349	10.346	0.049	0.079	N	NA
SLC6A3	MUT	251.349	4.775	0.018	0.018	N	NA
PIK3C2G	MUT	251.349	8.364	0.027	0.027	N	NA
TAP1	MUT	41.368	0.126	0.003	0.003	N	NA
CDK4	AMPL	23.438	38.700	0.113	0.116	Y	NA
CDKN2A	DEL	23.438	109.473	0.448	0.470	Y	NA
CDKN2B	DEL	23.438	95.313	0.381	0.448	N	NA
CHEK1	MUT	23.438	2.656	0.012	0.012	N	NA
PRKCD	MUT	23.438	1.535	0.009	0.009	N	NA
DCTN2	AMPL	22.268	5.437	0.037	0.064	N	NA
KIF5A	AMPL	22.268	6.564	0.037	0.064	N	NA
FAT2	MUT	4.276	0.226	0.027	0.027	N	NA
PCDH15	MUT	4.276	0.203	0.027	0.027	N	NA
PCDHAC2	MUT	4.276	1.369	0.101	0.101	N	NA
SCML2	MUT	2.819	0.019	0.006	0.006	N	NA
GLI1	AMPL	2.801	14.652	0.055	0.064	N	NA
