GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ATRX	MUT	374.402	10.711	0.037	0.043	Y	NA
CDK4	AMPL	374.402	38.700	0.113	0.116	Y	NA
MAPK13	AMPL	374.402	3.301	0.009	0.009	N	NA
MDM4	MUT	374.402	7.911	0.018	0.037	Y	NA
PSMB8	MUT	374.402	2.738	0.006	0.006	N	NA
RNF8	AMPL	374.402	1.168	0.006	0.006	N	NA
SRPK1	AMPL	374.402	3.207	0.009	0.009	N	NA
TP53	MUT	374.402	93.401	0.284	0.284	Y	NA
SLC26A8	AMPL	374.402	2.186	0.012	0.012	N	NA
PIK3R1	MUT	374.402	31.710	0.091	0.091	Y	NA
CEP250	MUT	374.402	1.158	0.009	0.009	N	NA
PCDHAC2	MUT	6.993	1.369	0.101	0.101	N	NA
GLI1	AMPL	6.426	14.652	0.055	0.064	N	NA
