GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CEP135	AMPL	277.606	8.035	0.027	0.027	NA	NA
IRAK3	MUT	277.606	7.158	0.018	0.024	NA	NA
KDR	AMPL	277.606	27.837	0.061	0.064	NA	NA
SOS1	MUT	277.606	0.846	0.003	0.003	NA	NA
TP53	MUT	277.606	159.942	0.284	0.284	NA	NA
VWF	MUT	277.606	11.650	0.024	0.030	NA	NA
MYLK	MUT	277.606	2.044	0.006	0.006	NA	NA
KIT	AMPL	277.606	36.037	0.076	0.076	NA	NA
CR2	MUT	25.867	3.083	0.009	0.015	NA	NA
MAP2	MUT	17.595	0.054	0.003	0.003	NA	NA
PCDH11Y	DEL	15.268	29.250	0.189	0.198	NA	NA
PRKY	DEL	11.133	77.840	0.183	0.195	NA	NA
TACR3	MUT	10.020	0.053	0.009	0.009	NA	NA
LRP2	MUT	3.625	19.276	0.046	0.046	NA	NA
