GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	296.020	109.473	0.448	0.470	Y	NA
CDKN2B	DEL	296.020	95.313	0.381	0.448	N	NA
CNTN2	MUT	296.020	6.140	0.018	0.018	N	NA
COL11A2	MUT	296.020	3.605	0.012	0.018	N	NA
EGFR	MUT	296.020	132.502	0.393	0.393	Y	NA
GABRA4	MUT	296.020	2.127	0.009	0.012	N	NA
LAMA4	MUT	296.020	1.849	0.006	0.006	N	NA
PIK3CA	MUT	296.020	31.215	0.091	0.091	Y	NA
FBN2	MUT	296.020	6.238	0.018	0.021	N	NA
RELN	MUT	296.020	7.520	0.027	0.046	N	NA
TBL1Y	DEL	296.020	23.325	0.067	0.195	N	NA
CCT6A	AMPL	13.610	7.075	0.058	0.082	N	NA
PHKG1	AMPL	6.556	4.539	0.027	0.079	N	NA
PRKY	DEL	6.487	35.216	0.165	0.195	N	NA
PCDHGC5	MUT	4.056	3.728	0.107	0.110	N	NA
