GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ANAPC1	MUT	359.572	1.949	0.006	0.006	N	NA
CDKN2A	DEL	359.572	109.473	0.448	0.470	Y	NA
KLHL9	DEL	359.572	19.638	0.104	0.229	N	NA
TP53	MUT	359.572	93.401	0.284	0.284	Y	NA
VAV1	MUT	359.572	5.485	0.009	0.009	N	NA
EGFR	AMPL_MUT	359.572	132.502	0.393	0.393	Y	NA
JUP	MUT	359.572	1.656	0.006	0.006	N	NA
COL14A1	MUT	359.572	3.624	0.015	0.015	N	NA
CDKN2B	DEL	359.572	95.313	0.381	0.448	N	NA
RIMS2	MUT	359.572	9.322	0.034	0.034	N	NA
LRP2	MUT	9.366	10.450	0.043	0.046	N	NA
ELAVL2	DEL	3.344	0.343	0.088	0.143	N	NA
