GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADCY5	MUT	377.124	1.159	0.006	0.018	N	NA
COL1A2	AMPL	377.124	15.698	0.043	0.043	N	NA
EGFR	AMPL	377.124	132.502	0.393	0.393	Y	NA
MET	AMPL	377.124	11.254	0.030	0.030	Y	NA
GABRA4	MUT	377.124	2.127	0.009	0.012	N	NA
LAMB1	AMPL	377.124	5.938	0.015	0.015	N	NA
LAMB4	AMPL	377.124	6.607	0.018	0.018	N	NA
NOS3	AMPL	377.124	11.530	0.027	0.027	N	NA
PIK3CG	AMPL	377.124	13.686	0.037	0.037	N	NA
NCF1	AMPL	377.124	7.900	0.018	0.018	N	NA
FLNC	AMPL	377.124	8.199	0.024	0.024	N	NA
HGF	AMPL	377.124	5.827	0.018	0.018	N	NA
ZNF212	AMPL	377.124	3.511	0.012	0.012	N	NA
CDK6	AMPL	377.124	5.638	0.018	0.018	Y	NA
DBF4	AMPL	377.124	3.528	0.009	0.012	N	NA
MCM7	AMPL	377.124	3.512	0.009	0.012	N	NA
RASGRF1	MUT	377.124	1.512	0.009	0.009	N	NA
PSMC2	AMPL	377.124	3.495	0.006	0.006	N	NA
WEE2	AMPL	377.124	5.473	0.012	0.015	N	NA
ZNF3	AMPL	377.124	5.089	0.009	0.012	N	NA
NF1	MUT	377.124	20.651	0.055	0.095	Y	NA
XRCC2	AMPL	377.124	6.830	0.015	0.018	N	NA
TCRBV8S1	AMPL	377.124	3.495	0.006	0.009	N	NA
EZH2	AMPL	377.124	4.839	0.012	0.015	Y	NA
TBL1Y	DEL	377.124	23.325	0.067	0.195	N	NA
PCDH11Y	DEL	6.240	13.971	0.186	0.198	N	NA
PCDHAC2	MUT	6.240	1.369	0.101	0.101	N	NA
GPC2	AMPL	3.524	0.020	0.006	0.006	N	NA
PRKY	DEL	3.435	35.216	0.165	0.195	N	NA
TES	AMPL	3.421	2.364	0.009	0.018	N	NA
SRI	AMPL	2.822	1.510	0.015	0.015	N	NA
