GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CBLB	MUT	341.595	1.041	0.003	0.003	Y	NA
PIK3R1	MUT	341.595	31.710	0.091	0.091	Y	NA
PRKY	DEL	341.595	35.216	0.165	0.195	N	NA
CDKN2A	DEL	341.595	109.473	0.448	0.470	Y	NA
CDKN2B	DEL	341.595	95.313	0.381	0.448	N	NA
FGF13	MUT	341.595	1.041	0.003	0.003	N	NA
NOTCH2	MUT	341.595	1.041	0.003	0.009	Y	NA
KCNG1	MUT	341.595	1.077	0.009	0.012	N	NA
SEC61G	AMPL	6.527	37.325	0.159	0.317	N	NA
PCDH11Y	DEL	4.275	13.971	0.186	0.198	N	NA
