GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AKAP9	MUT	678.050	4.443	0.015	0.027	Y	NA
AMPH	MUT	678.050	11.110	0.021	0.021	N	NA
DMD	MUT	678.050	10.659	0.027	0.040	N	NA
E2F4	MUT	678.050	2.067	0.003	0.003	N	NA
EGFR	MUT	678.050	132.502	0.393	0.393	Y	NA
ESR1	MUT	678.050	2.067	0.003	0.003	N	NA
FGFR3	MUT	678.050	5.864	0.015	0.015	Y	NA
HLA-DRB1	AMPL	678.050	53.792	0.189	0.189	N	NA
HSPG2	MUT	678.050	11.767	0.024	0.024	N	NA
IGF2R	MUT	678.050	3.164	0.006	0.006	N	NA
ITGB1	MUT	678.050	6.519	0.018	0.018	N	NA
MMP7	MUT	678.050	2.515	0.006	0.006	N	NA
STXBP1	MUT	678.050	2.100	0.006	0.006	N	NA
IKZF3	MUT	678.050	2.077	0.006	0.006	N	NA
CDH18	MUT	678.050	6.594	0.021	0.027	N	NA
CDH23	MUT	678.050	7.287	0.030	0.030	N	NA
TCF12	MUT	9.184	1.875	0.009	0.012	Y	NA
