GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	259.733	109.473	0.448	0.470	Y	NA
CDKN2B	DEL	259.733	95.313	0.381	0.448	N	NA
COL1A2	MUT	259.733	15.698	0.043	0.043	N	NA
EGFR	AMPL_MUT	259.733	132.502	0.393	0.393	Y	NA
ITGB2	MUT	259.733	0.945	0.009	0.012	N	NA
PIK3CA	MUT	259.733	31.215	0.091	0.091	Y	NA
PRKY	DEL	259.733	35.216	0.165	0.195	N	NA
RIMS2	MUT	259.733	9.322	0.034	0.034	N	NA
HGF	MUT	259.733	5.827	0.018	0.018	N	NA
CCT6A	AMPL	22.577	7.075	0.058	0.082	N	NA
HLA-DRB1	AMPL	7.260	53.792	0.189	0.189	N	NA
PHKG1	AMPL	6.163	4.539	0.027	0.079	N	NA
PCDH11Y	DEL	3.835	13.971	0.186	0.198	N	NA
CHL1	MUT	3.538	2.907	0.015	0.021	N	NA
