GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BMP1	DEL	200.621	0.612	0.003	0.003	N	NA
CDKN2A	DEL	200.621	99.102	0.448	0.470	Y	NA
CREBBP	MUT	200.621	2.629	0.015	0.015	Y	NA
PPP3CC	DEL	200.621	0.612	0.003	0.003	N	NA
EGFR	AMPL	200.621	120.474	0.393	0.393	Y	NA
PCM1	DEL	200.621	0.623	0.006	0.006	Y	NA
CDKN2B	DEL	200.621	85.947	0.381	0.448	N	NA
SEC61G	AMPL	11.476	33.740	0.162	0.317	N	NA
CCT6A	AMPL	9.903	6.538	0.058	0.082	N	NA
RAD21	MUT	9.113	0.028	0.003	0.003	N	NA
KLHL9	DEL	2.883	16.931	0.104	0.229	N	NA
