GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDK4	AMPL	210.425	35.342	0.113	0.116	Y	NA
MDM2	AMPL	210.425	16.689	0.049	0.076	Y	NA
PIK3R1	DEL	210.425	27.772	0.091	0.091	Y	NA
ITGAM	MUT	210.425	3.687	0.015	0.015	N	NA
PTPRB	AMPL	210.425	7.825	0.021	0.021	N	NA
RAB3IP	AMPL	210.425	6.418	0.015	0.021	N	NA
KDR	AMPL	210.425	13.937	0.055	0.064	Y	NA
KIT	AMPL	210.425	17.647	0.073	0.076	Y	NA
CEP135	AMPL	7.340	3.802	0.024	0.027	N	NA
ADCY5	MUT	3.064	1.096	0.006	0.018	N	NA
