GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	578.441	109.473	0.448	0.470	Y	NA
COL6A2	MUT	578.441	9.922	0.027	0.027	N	NA
FBN2	MUT	578.441	6.238	0.018	0.021	N	NA
KIT	MUT	578.441	18.857	0.073	0.076	Y	NA
TP53	MUT	578.441	93.401	0.284	0.284	Y	NA
KLHL9	DEL	578.441	19.638	0.104	0.229	N	NA
PTEN	MUT	578.441	82.314	0.290	0.314	Y	NA
DRD5	MUT	578.441	8.371	0.027	0.027	N	NA
FGFR3	MUT	578.441	5.864	0.015	0.015	Y	NA
RIMS2	MUT	578.441	9.322	0.034	0.034	N	NA
CDKN2B	DEL	578.441	95.313	0.381	0.448	N	NA
PIAS1	MUT	578.441	1.764	0.003	0.003	N	NA
GRB10	MUT	578.441	9.455	0.021	0.027	N	NA
PCDH11Y	DEL_MUT	578.441	13.971	0.186	0.198	N	NA
RELN	MUT	17.424	7.520	0.027	0.046	N	NA
ELAVL2	DEL	5.501	0.343	0.088	0.143	N	NA
