GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	AMPL	344.531	132.502	0.393	0.393	Y	NA
PPARA	MUT	344.531	2.016	0.009	0.009	N	NA
GABRA6	MUT	344.531	7.184	0.024	0.027	N	NA
PRKY	DEL	344.531	35.216	0.165	0.195	N	NA
HLA-DRB1	AMPL	344.531	53.792	0.189	0.189	N	NA
TBL1Y	DEL	344.531	23.325	0.067	0.195	N	NA
TCF12	MUT	344.531	1.875	0.009	0.012	Y	NA
KCNB2	MUT	344.531	1.103	0.012	0.015	N	NA
S100A8	MUT	12.173	0.054	0.006	0.009	N	NA
SEC61G	AMPL	10.678	37.325	0.159	0.317	N	NA
DCHS2	MUT	9.104	0.093	0.015	0.015	N	NA
PCDH11Y	DEL	9.104	13.971	0.186	0.198	N	NA
PCDHGC5	MUT	9.104	3.728	0.107	0.110	N	NA
