GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
HLA-DRB1	AMPL	228.120	53.792	0.189	0.189	N	NA
ITGAX	MUT	228.120	2.822	0.015	0.018	N	NA
PIK3CG	MUT	228.120	13.686	0.037	0.037	N	NA
TP53	MUT	228.120	93.401	0.284	0.284	Y	NA
MCM3	MUT	228.120	0.803	0.006	0.006	N	NA
STAT6	MUT	228.120	8.145	0.021	0.021	N	NA
PRKCD	MUT	228.120	1.535	0.009	0.009	N	NA
RYR3	MUT	19.795	1.968	0.040	0.052	N	NA
PCDHGC5	MUT	5.117	3.728	0.107	0.110	N	NA
IKZF1	MUT	2.688	9.795	0.030	0.030	Y	NA
